left_x,left_y
-21.022021382232197,7.337466646917164
-21.37440082087997,6.40921642722684
-21.46973383883397,5.41461525908065
-21.46144310677238,4.414978071357562
-21.324046600667756,3.4244266888524644
-21.059055472411014,2.464195680259265
-20.667826979402115,1.5469469390040453
-20.144616674134564,0.6966021579088524
-19.582867747689438,-0.13074781937419955
-18.96745849577699,-0.9183461967122345
-18.339654699255686,-1.6967626882808242
-17.711850902734376,-2.475179179849413
-17.059724449296418,-3.2332982737237748
-16.40623182521534,-3.9902772903049137
-15.752739201134265,-4.747256306886052
-15.099246577053187,-5.50423532346719
-14.459265466846297,-6.2725200515330215
-13.829409781105767,-7.049277192737948
-13.19955409536524,-7.826034333942872
-12.569698409624712,-8.602791475147797
-11.939842723884183,-9.379548616352722
-11.30560773880471,-10.152694453717032
-10.663035562382905,-10.91896518874549
-10.020463385961092,-11.685235923773956
-9.377891209539284,-12.451506658802415
-8.735319033117475,-13.217777393830877
-8.114799945049343,-14.0018814110872
-7.499950447834456,-14.7905701564406
-6.885100950619569,-15.579258901793997
-6.269680148089194,-16.367486476684327
-5.628434865674186,-17.1348679522576
-4.987189583259177,-17.90224942783087
-4.345944300844167,-18.669630903404148
-3.7132381579434024,-19.44404093737265
-3.0834555212840593,-20.22085730681586
-2.4536728846247207,-20.997673676259062
-1.8281614090946716,-21.777862554562475
-1.2185928126191474,-22.570639930288714
-0.6090242161436275,-23.36341730601495
-0.001955856638281628,-24.158108846093203
0.6043045039009807,-24.953418984662633
1.1916223177259468,-25.761758318108136
1.717474908980617,-26.612375090540514
2.2425770864702392,-27.463453878600834
2.765320526683115,-28.31598489679719
3.2880639668959977,-29.16851591499356
3.810807407108877,-30.021046933189922
4.333550847321753,-30.873577951386277
4.738155933624015,-31.788023802637824
5.1417426691132935,-32.70300335880813
5.545329404602574,-33.61798291497845
5.948916140091852,-34.53296247114876
6.352424887099682,-35.44797362179024
6.699466197371371,-36.38586069934138
7.046507507643063,-37.323747776892525
7.393548817914754,-38.26163485444368
7.740590128186444,-39.199521931994816
7.938819566564639,-40.179163282058354
8.130335161417445,-41.16068843109972
8.313127393943667,-42.143865005935226
8.493632806304309,-43.12747450028805
8.663214854860357,-44.1128633513221
8.804207204369733,-45.102909309170684
8.945199553879114,-46.09295526701929
9.057733306558811,-47.086421707880504
9.155357776711712,-48.08168011859597
9.200057147134205,-49.07939446812501
9.19502177414146,-50.079416711023306
9.189986401148717,-51.07943895392161
9.184951028155973,-52.079461196819906
9.171076392095898,-53.07925498558616
9.124447634713322,-54.078202231569385
9.077818877330744,-55.077149477552624
9.031190119948167,-56.07609672353586
8.984561362565591,-57.075043969519086
8.930550597731445,-58.073481695694824
8.839492643524347,-59.06936235634053
8.748434689317246,-60.06524301698625
8.657376735110148,-61.061123677631954
8.572466945402715,-62.05754704828439
8.487659688745488,-63.053979469721384
8.402852432088261,-64.05041189115838
8.322787094768533,-65.04722977894279
8.245546167529929,-66.04427726047605
8.168305240291323,-67.04132474200934
8.091064313052717,-68.0383722235426
8.004504700424478,-69.0346060430771
7.907779561624174,-70.02995225862051
7.81105442282387,-71.0252984741639
7.713460999978868,-72.02055844656324
7.612500491700425,-73.01548397997801
7.511539983421981,-74.01040951339279
7.410579475143536,-75.00533504680757
7.309618966865093,-76.00026058022235
7.208658458586649,-76.99518611363712
7.107248340090473,-77.9900649691954
7.001675219879521,-78.98451162817791
6.896102099668572,-79.9789582871604
6.790528979457623,-80.97340494614289
6.6849558592466725,-81.96785160512538
6.579382739035721,-82.96229826410787
6.478948077510147,-83.95726933397783
6.381458374260813,-84.95254095470902
6.283968671011476,-85.94781257544022
6.186478967762142,-86.9430841961714
6.088989264512808,-87.93835581690259
5.991499561263474,-88.93362743763376
5.899517745205836,-89.92941995172019
5.808697617705301,-90.92532232932219
5.717877490204765,-91.92122470692418
5.627057362704228,-92.91712708452617
5.536237235203692,-93.91302946212816
5.445417107703157,-94.90893183973016
5.354596980202621,-95.90483421733214
5.263776852702083,-96.90073659493416
5.172956725201547,-97.89663897253615
5.092497235002952,-98.89341380497704
5.015492293151457,-99.8904795401234
4.93848735129996,-100.88754527526977
4.861482409448464,-101.88461101041614
4.784477467596968,-102.8816767455625
4.696810545465627,-103.87780024817147
4.597760025392761,-104.87291774663373
4.498709505319896,-105.868035245096
4.39965898524703,-106.86315274355827
4.300608465174163,-107.85827024202057
4.200914903256928,-108.8533227033306
4.09870567620974,-109.84812073066024
3.9964964491625508,-110.84291875798986
3.8942872221153606,-111.83771678531951
3.7920779950681736,-112.83251481264914
3.6898687680209834,-113.82731283997877
3.588254377529713,-114.8221708170975
3.48990567352888,-115.81735792196467
3.39155696952805,-116.81254502683181
3.2932082655272166,-117.80773213169897
3.1948595615263837,-118.80291923656614
3.0965108575255536,-119.79810634143328
2.9895551246324814,-120.79239834002011
2.8810207900447775,-121.78652616856539
2.772486455457077,-122.78065399711063
2.6639521208693733,-123.77478182565591
2.5600124582914763,-124.76938111251641
2.4643962914454525,-125.76483447149928
2.4272329304853884,-126.76223651718053
2.456338073850958,-127.76184780758406
2.4504595113526144,-128.76178895952313
2.4197729876923053,-129.76103352451128
2.3578836625158606,-130.7591515299103
2.295994337339417,-131.75726953530932
2.2399087945934726,-132.7557126862227
2.18992554887924,-133.75449770634486
2.139942303165009,-134.75328272646698
2.095973178948526,-135.75224104573573
2.088360520010967,-136.75224699006628
2.0807478610734074,-137.75225293439684
2.0531587507781377,-138.75183757033713
2.018602639693059,-139.75127527047619
1.98404652860798,-140.7507129706152
1.950688907770348,-141.7501770752994
1.9411946186429263,-142.75016692512114
1.9317003295155046,-143.75015677494287
1.9222060403880832,-144.75014662476457
1.9127117512606615,-145.75013647458633
1.9032174621332398,-146.75012632440806
1.9012081378367955,-147.7501483032848
1.9021173642336326,-148.75018280997938
1.9030265906304697,-149.75021731667397
1.9039358170273069,-150.7502518233686
1.904845043424144,-151.75028633006315
1.9082973398061482,-152.7503121847258
1.914192689908203,-153.75032972763177
1.9200880400102576,-154.7503472705377
1.9259833901123122,-155.7503648134437
1.9318787402143667,-156.75038235634963
1.9353990888013424,-157.75040759925804
1.9359881166511528,-158.75044234581372
1.9365771445009632,-159.75047709236947
1.9371661723507736,-160.75051183892515
1.937755200200584,-161.75054658548083
1.9482278404907145,-162.75041081225694
1.9821356516597934,-163.7498707172127
2.0160434628288733,-164.74933062216851
2.0499512739979524,-165.7487905271243
2.0838590851670333,-166.7482504320801
2.117766896336112,-167.7477103370359
2.153095695064556,-168.74711648477356
2.1947976362583415,-169.7462815308861
2.2364995774521277,-170.74544657699872
2.278201518645913,-171.7446116231113
2.3199034598396993,-172.7437766692239
2.361605401033487,-173.74294171533654
2.403307342227272,-174.74210676144912
2.4438012729443317,-175.74131837422928
2.4791408770234797,-176.74072867718598
2.5144804811026287,-177.74013898014272
2.5498200851817767,-178.73954928309942
2.5851596892609257,-179.73895958605615
2.634687434013009,-180.73765774232461
2.699600316526573,-181.7355836709167
2.7645131990401333,-182.73350959950872
2.829426081553695,-183.73143552810077
2.887638592115525,-184.72973814710724
2.9349866770929793,-185.72865155682877
2.982334762070432,-186.72756496655026
3.0393591181075426,-187.72573032584387
3.1461034833033183,-188.7200519447236
3.2528478484990884,-189.71437356360323
3.3549874717652184,-190.709113019212
3.428963460195046,-191.7064080580086
3.5029394486248764,-192.70370309680524
3.576915437054704,-193.70099813560182
3.6508914254845344,-194.69829317439846
3.7248674139143665,-195.69558821319512
3.7969626818098945,-196.69301575192029
3.863545617974902,-197.690831643698
3.9301285541399076,-198.6886475354757
3.9967114903049152,-199.68646342725344
4.063294426469921,-200.68427931903113
4.129877362634928,-201.68209521080885
4.196460298799936,-202.6799111025866
4.27339436822746,-203.676981734566
4.350438490620352,-204.6740444429636
4.427482613013246,-205.67110715136127
4.504526735406138,-206.66816985975888
4.581570857799033,-207.6652325681565
4.658614980191925,-208.66229527655415
4.734736917994285,-209.65942874906534
4.810718867147423,-210.6565729636479
4.886700816300559,-211.6537171782304
4.962682765453698,-212.65086139281294
5.038664714606834,-213.64800560739545
5.118510889459245,-214.64484661116813
5.198985361757185,-215.641638314876
5.2794598340551255,-216.6384300185839
5.35993430635307,-217.63522172229185
5.440408778651009,-218.6320134259997
5.523668185426389,-219.6285537803359
