-22.337,0.0523,,2.579064309
-22.3373,0.0516,,2.578413301
-22.3376,0.0514,,2.577058926
-22.3374,0.0513,,2.580380287
-22.3374,0.0516,,2.579924756
-22.3377,0.0516,,2.578313817
-22.3376,0.0514,,2.57808867
-22.3379,0.0517,,2.578064235
-22.3384,0.0518,,2.578912465
-22.3386,0.0515,,2.578371413
-22.3388,0.0521,,2.578134049
-22.3385,0.052,,2.57795428
-22.3382,0.0521,,2.579532057
-22.3388,0.052,,2.578168955
-22.339,0.0519,,2.579413375
-22.3391,0.0524,,2.578710007
-22.339,0.0523,,2.578371413
-22.3387,0.0528,,2.578095651
-22.3393,0.0527,,2.57933309
-22.3386,0.0525,,2.580121979
-22.3384,0.0525,,2.578572126
-22.3379,0.0522,,2.578835671
-22.3384,0.0524,,2.579814801
-22.338,0.052,,2.578198626
-22.3383,0.0523,,2.578390612
-22.3381,0.0524,,2.578971807
-22.3381,0.0524,,2.578650666
-22.339,0.0529,,2.579006713
-22.3391,0.0527,,2.579081762
-22.3386,0.0525,,2.575987294
-22.3392,0.053,,2.578559909
-22.3388,0.0531,,2.579397667
-22.3397,0.0537,,2.579465735
-22.3394,0.0537,,2.579081762
-22.3395,0.0539,,2.579626305
-22.3395,0.054,,2.578533729
-22.3395,0.0537,,2.578580853
-22.3395,0.0536,,2.57827542
-22.3394,0.0535,,2.578149756
-22.3395,0.0534,,2.578502313
-22.3399,0.0537,,2.577778001
-22.3404,0.0534,,2.578244004
-22.3406,0.0532,,2.577877485
-22.3399,0.0536,,2.579757205
-22.3402,0.0535,,2.578418537
-22.34,0.0526,,2.578343488
-22.34,0.0528,,2.577938572
-22.3398,0.0528,,2.578416792
-22.3401,0.0527,,2.577387048
-22.3404,0.0528,,2.578057254
-22.341,0.0533,,2.57848835
-22.341,0.0536,,2.579193463
-22.3408,0.0537,,2.577367849
-22.3404,0.054,,2.578668119
-22.3407,0.053,,2.578425519
-22.3402,0.0509,,2.578758876
-22.3379,0.0468,,2.578472642
-22.3356,0.0401,,2.576486458
-22.3308,0.0308,,2.576139137
-22.3242,0.0188,,2.576561507
-22.3154,0.0032,,2.576678444
-22.305,-0.0152,,2.574997692
-22.2935,-0.036,,2.57421753
-22.2795,-0.0603,,2.572915514
-22.2645,-0.0855,,2.571016596
-22.2476,-0.1129,,2.569999069
-22.2283,-0.1442,,2.568206616
-22.2081,-0.1805,,2.565384418
-22.1878,-0.2203,,2.563106764
-22.167,-0.261,,2.561937393
-22.1404,-0.3046,,2.560827364
-22.109,-0.3535,,2.558102905
-22.0745,-0.409,,2.55709934
-22.0374,-0.4693,,2.555521563
-21.9957,-0.5337,,2.552095481
-21.9531,-0.5998,,2.548323825
-21.9072,-0.673,,2.546791426
-21.856,-0.7516,,2.544716229
-21.803,-0.8345,,2.540386067
-21.7459,-0.9206,,2.539698408
-21.6866,-1.0135,,2.536338649
-21.6257,-1.1089,,2.529957725
-21.5614,-1.2074,,2.529889657
-21.4907,-1.3101,,2.527788281
-21.4147,-1.4156,,2.523131742
-21.3372,-1.5233,,2.520848852
-21.2555,-1.6353,,2.516963749
-21.1701,-1.7503,,2.513916404
-21.0836,-1.8688,,2.513003597
-20.9927,-1.9929,,2.509121985
-20.897,-2.1213,,2.509656055
-20.8034,-2.251,,2.504664414
-20.7042,-2.3856,,2.502561292
-20.5997,-2.5237,,2.499887448
-20.4961,-2.669,,2.49886643
-20.3889,-2.8162,,2.495026706
-20.2792,-2.9681,,2.494063284
-20.1657,-3.1209,,2.490883294
-20.0503,-3.2775,,2.488338604
-19.9322,-3.438,,2.485755517
-19.809,-3.6003,,2.484121888
-19.6835,-3.7648,,2.482394012
-19.5526,-3.9312,,2.481153083
-19.4187,-4.0992,,2.482371323
-19.2834,-4.2677,,2.477627518
-19.1443,-4.4398,,2.47806036
-19.0008,-4.6152,,2.475615154
-18.8583,-4.792,,2.475103772
-18.7163,-4.9716,,2.474965891
-18.5667,-5.1587,,2.476344701
-18.4167,-5.3491,,2.474787868
-18.2628,-5.5433,,2.474548757
-18.1068,-5.7387,,2.474260778
-17.9493,-5.9375,,2.474634279
-17.7897,-6.1413,,2.479002838
-17.6277,-6.348,,2.475414441
-17.4629,-6.5596,,2.47867297
-17.2975,-6.7707,,2.479629411
-17.1263,-6.9851,,2.478767218
-16.9549,-7.2025,,2.479973241
-16.7789,-7.425,,2.483031058
-16.5995,-7.651,,2.481495168
-16.4197,-7.8799,,2.479584032
-16.2365,-8.1141,,2.484987572
-16.0501,-8.3534,,2.481966407
-15.8636,-8.597,,2.477643226
-15.6761,-8.8461,,2.483113088
-15.4853,-9.0969,,2.482200281
-15.2945,-9.3458,,2.485418668
-15.0983,-9.5982,,2.488905836
-14.899,-9.8515,,2.486261662
-14.6985,-10.1091,,2.487336785
-14.4974,-10.3706,,2.485308712
-14.2926,-10.6363,,2.493192364
-14.0909,-10.9055,,2.490221814
-13.8873,-11.1787,,2.49303354
-13.6787,-11.4549,,2.499424935
-13.4679,-11.7332,,2.490619749
-13.2524,-12.0091,,2.503234989
-13.039,-12.2932,,2.4985226
-12.8226,-12.5753,,2.500334252
-12.6045,-12.8665,,2.495199493
-12.3849,-13.1584,,2.497608048
-12.1668,-13.4541,,2.501217388
-11.9476,-13.7541,,2.495511907
-11.722,-14.0566,,2.498620338
-11.4944,-14.3603,,2.506483047
-11.2682,-14.6594,,2.504418322
-11.0388,-14.965,,2.520133267
-10.8095,-15.2724,,2.513209546
-10.5845,-15.5863,,2.508587914
-10.3537,-15.9066,,2.519325179
-10.1187,-16.232,,2.51630576
-9.8837,-16.5586,,2.513319501
-9.6437,-16.8838,,2.516300524
-9.4051,-17.216,,2.526398999
-9.1631,-17.5458,,2.533324465
-8.9236,-17.8806,,2.538536018
-8.6892,-18.2225,,2.54660293
-8.4521,-18.5589,,2.557343686
-8.2152,-18.8998,,2.55134499
-7.9807,-19.2431,,2.550070899
-7.7435,-19.59,,2.549189508
-7.5049,-19.9424,,2.542215173
-7.2655,-20.2916,,2.549971416
-7.0313,-20.6457,,2.560143195
-6.8006,-21.0013,,2.554036288
-6.5666,-21.352,,2.571295849
-6.3368,-21.7078,,2.571524487
-6.105,-22.0614,,2.584494028
-5.8747,-22.4194,,2.585448723
-5.6453,-22.784,,2.594704204
-5.4129,-23.1513,,2.599472444
-5.1839,-23.5304,,2.609485398
-4.9485,-23.9098,,2.617440609
-4.7168,-24.2885,,2.618461626
-4.4905,-24.6653,,2.627038174
-4.2672,-25.0467,,2.627448327
-4.0514,-25.4302,,2.633951423
-3.8415,-25.8195,,2.634555307
-3.633,-26.2008,,2.653799308
-3.4273,-26.5871,,2.659815458
-3.222,-26.9739,,2.662915162
-3.0177,-27.3566,,2.673156754
-2.8143,-27.7414,,2.684796355
-2.6128,-28.1313,,2.699223247
-2.4167,-28.5284,,2.700174451
-2.2232,-28.9269,,2.704202671
-2.0333,-29.3321,,2.712831579
-1.8506,-29.7452,,2.721434307
-1.6736,-30.1568,,2.72561088
-1.4972,-30.567,,2.738927742
-1.3225,-30.9747,,2.746837574
-1.1481,-31.3779,,2.750350922
-0.9779,-31.7837,,2.757164687
-0.8095,-32.1915,,2.768907262
-0.65,-32.605,,2.774157213
-0.4886,-33.0169,,2.784967782
-0.3325,-33.4308,,2.79086874
-0.1799,-33.8511,,2.800328425
-0.0272,-34.2698,,2.812610307
0.1203,-34.6892,,2.818387347
0.2647,-35.116,,2.82786623
0.4039,-35.5435,,2.831431938
0.5401,-35.9712,,2.842827192
0.677,-36.3995,,2.854054895
0.8112,-36.8288,,2.861971709
0.939,-37.2569,,2.868476551
1.0656,-37.6859,,2.875944815
1.1858,-38.116,,2.885153172
1.3003,-38.5465,,2.889998206
1.4093,-38.9763,,2.900290413
1.5194,-39.4084,,2.907470697
1.6269,-39.8409,,2.91753252
1.7313,-40.2722,,2.926765312
1.8316,-40.7061,,2.934196924
1.9265,-41.1384,,2.939644097
2.0167,-41.5737,,2.948698865
2.1011,-42.0085,,2.9579526
2.1829,-42.4412,,2.964635466
2.2638,-42.877,,2.975432073
2.3431,-43.3097,,2.981238783
2.4218,-43.7479,,2.991311078
2.4956,-44.1845,,3.000287307
2.5639,-44.6233,,3.006195246
2.6258,-45.0603,,3.015291902
2.6824,-45.5011,,3.02169377
2.7361,-45.9364,,3.033998341
2.7866,-46.3745,,3.039548488
2.8371,-46.8112,,3.049983812
2.8853,-47.2462,,3.056521815
2.9294,-47.6819,,3.066707557
2.9682,-48.1211,,3.072324026
3.004,-48.5579,,3.079542708
3.0363,-48.9982,,3.085433194
3.0652,-49.4377,,3.09540077
3.0925,-49.8765,,3.103790567
3.1173,-50.3158,,3.109967288
3.1362,-50.7529,,3.117442533
3.1504,-51.1884,,3.126807969
3.1612,-51.6234,,3.134443785
3.1665,-52.0563,,3.140932919
3.1717,-52.4913,,3.147847914
3.1754,-52.9271,,3.155429624
3.1738,-53.3659,,3.162927558
3.1666,-53.8048,,3.165421634
3.1529,-54.2425,,3.169556319
3.1349,-54.6797,,3.172114972
3.1176,-55.116,,3.178928737
3.101,-55.5506,,3.1812221
3.0859,-55.9828,,3.186566298
3.0722,-56.4133,,3.188521067
3.0569,-56.8433,,3.191767379
3.0393,-57.2709,,3.194167207
3.0183,-57.6956,,3.197945844
2.9975,-58.1196,,3.200385815
2.9755,-58.5397,,3.205443779
2.9541,-58.9584,,3.207070426
2.9326,-59.3788,,3.210321974
2.9074,-59.8003,,3.212261035
2.8788,-60.2203,,3.214378119
2.847,-60.6366,,3.218320818
2.8146,-61.0507,,3.220486772
2.7825,-61.462,,3.223968704
2.7529,-61.8696,,3.225724505
2.7287,-62.2734,,3.230012779
2.7041,-62.6741,,3.230243162
2.6784,-63.0717,,3.23272153
2.6472,-63.4663,,3.234388319
2.6124,-63.861,,3.235615286
2.576,-64.2554,,3.23953355
2.5371,-64.6473,,3.239674922
2.4986,-65.0394,,3.245157001
2.4646,-65.4263,,3.247389277
2.4312,-65.8076,,3.246842989
2.3994,-66.1821,,3.254201297
2.3647,-66.5521,,3.250967202
2.3278,-66.9181,,3.252506582
2.2877,-67.2803,,3.252394881
2.248,-67.641,,3.250954985
2.2059,-67.9983,,3.254101813
2.1653,-68.359,,3.252906263
2.1235,-68.717,,3.254758057
2.0819,-69.0739,,3.254705697
2.041,-69.4295,,3.255194389
2.0009,-69.7807,,3.253337359
1.9631,-70.132,,3.256983352
1.9244,-70.4789,,3.256466734
1.8892,-70.8249,,3.255894266
1.8522,-71.1692,,3.258412776
1.813,-71.5158,,3.257201518
1.7726,-71.8594,,3.259295913
1.7305,-72.2037,,3.259011424
1.6905,-72.5474,,3.257616906
1.6468,-72.8911,,3.256796602
1.6079,-73.237,,3.257522658
1.5671,-73.5816,,3.258219045
1.5279,-73.9252,,3.257849035
1.4889,-74.266,,3.257000805
1.4517,-74.6031,,3.254930845
1.4184,-74.9322,,3.257815874
1.3824,-75.2574,,3.256173519
1.346,-75.5782,,3.254663809
1.3061,-75.9003,,3.255578362
1.2639,-76.2232,,3.255245004
1.2216,-76.5521,,3.254326961
1.1796,-76.8888,,3.252928952
1.1418,-77.2331,,3.256658721
1.1053,-77.5855,,3.254785982
1.0732,-77.9481,,3.255672609
1.0402,-78.3169,,3.255665628
1.0049,-78.6903,,3.251661843
0.9641,-79.0582,,3.253311179
0.9212,-79.4204,,3.251403534
0.8773,-79.7762,,3.25509316
0.8354,-80.1257,,3.251888736
0.7983,-80.4787,,3.25307905
0.765,-80.836,,3.254915137
0.7331,-81.2005,,3.254052944
0.6983,-81.5676,,3.255026838
0.6647,-81.9386,,3.253712605
0.6262,-82.3084,,3.25154316
0.5865,-82.6751,,3.251305796
0.5452,-83.0388,,3.252677624
0.5058,-83.4016,,3.251904444
0.4671,-83.7685,,3.25564992
0.4294,-84.139,,3.251010835
0.396,-84.5186,,3.254133229
0.357,-84.909,,3.253297216
0.3157,-85.3104,,3.251440186
0.2702,-85.7178,,3.253103485
0.2256,-86.1298,,3.251609483
0.1799,-86.5399,,3.254840087
0.136,-86.9486,,3.252838195
0.0932,-87.3558,,3.256459753
0.048,-87.7648,,3.254759802
0.0044,-88.1746,,3.255203116
-0.0405,-88.5871,,3.256590653
-0.0871,-89.0065,,3.254194316
-0.1341,-89.4266,,3.257958991
-0.1785,-89.8497,,3.256156066
-0.2253,-90.2787,,3.257440628
-0.2719,-90.7097,,3.258999207
-0.318,-91.1426,,3.257887432
-0.3666,-91.5782,,3.257735589
-0.4145,-92.0159,,3.260055131
-0.4593,-92.4551,,3.260697412
-0.5049,-92.8985,,3.261222757
-0.5508,-93.3448,,3.26113549
-0.5995,-93.795,,3.262627747
-0.6511,-94.2456,,3.261385072
-0.7058,-94.6977,,3.261554369
-0.7618,-95.1525,,3.26344107
-0.817,-95.6092,,3.263132147
-0.8738,-96.0661,,3.265591316
-0.9279,-96.5268,,3.266210908
-0.9832,-96.9899,,3.26839955
-1.0382,-97.4557,,3.268314029
-1.0972,-97.9251,,3.268151714
-1.1565,-98.3976,,3.26916575
-1.2173,-98.8721,,3.267368061
-1.2767,-99.3482,,3.268266905
-1.3358,-99.8263,,3.268385588
-1.3945,-100.304,,3.26990926
-1.4545,-100.7829,,3.271556851
-1.5152,-101.2647,,3.272228803
-1.5754,-101.7449,,3.273239348
-1.6346,-102.2246,,3.274965479
-1.6922,-102.7084,,3.27459896
-1.7508,-103.1937,,3.276068527
-1.8126,-103.6808,,3.271401517
-1.8758,-104.1709,,3.276333817
-1.9407,-104.6614,,3.274640848
-2.0081,-105.1533,,3.275461153
-2.0757,-105.6459,,3.276199427
-2.1423,-106.137,,3.27759569
-2.2085,-106.6294,,3.278480572
-2.2734,-107.122,,3.279047804
-2.3369,-107.6165,,3.278763315
-2.4012,-108.1119,,3.278033768
-2.4661,-108.6074,,3.281974721
-2.5356,-109.1059,,3.279477155
-2.6078,-109.6064,,3.280093256
-2.6806,-110.1062,,3.280595911
-2.7516,-110.6076,,3.283280228
-2.8225,-111.1103,,3.28000599
-2.8907,-111.617,,3.279260734
-2.9582,-112.1244,,3.280698886
-3.0259,-112.6335,,3.278623689
-3.0965,-113.1439,,3.277911595
-3.1667,-113.6533,,3.27735658
-3.2355,-114.1648,,3.278786005
-3.3057,-114.6768,,3.276991806
-3.3733,-115.1919,,3.276557219
-3.4402,-115.7056,,3.277250115
-3.5061,-116.2223,,3.27390781
-3.5729,-116.7376,,3.273844978
-3.6393,-117.254,,3.269314103
-3.7057,-117.7696,,3.268275632
-3.7699,-118.2872,,3.267472781
-3.8358,-118.8077,,3.266066045
-3.9022,-119.3313,,3.262994266
-3.965,-119.8581,,3.261810932
-4.028,-120.3877,,3.258292349
-4.0897,-120.9201,,3.257901395
-4.151,-121.454,,3.255869832
-4.2111,-121.9871,,3.255880304
-4.2703,-122.5209,,3.252173224
