left_x,left_y,right_x,right_y,mid_x,mid_y
5.536237235203692,-93.91302946212816,1.60889020100836,-94.38377845108684,3.572563718106026,-94.1484039566075
5.445417107703157,-94.90893183973016,1.5097055817725575,-95.37890539461863,3.477561344737857,-95.14391861717439
5.354596980202621,-95.90483421733214,1.4105209625367547,-96.3740323381504,3.382558971369688,-96.13943327774126
5.263776852702083,-96.90073659493416,1.3098979240652688,-97.36901430668465,3.286837388383676,-97.1348754508094
5.172956725201547,-97.89663897253615,1.2085117522064974,-98.36391936074341,3.1907342387040223,-98.13027916663978
5.092497235002952,-98.89341380497704,1.1071255803477245,-99.35882441480219,3.0998114076753382,-99.12611910988961
5.015492293151457,-99.8904795401234,1.0057394084889504,-100.35372946886099,3.0106158508202037,-100.1221045044922
4.93848735129996,-100.88754527526977,0.9043532366301789,-101.34863452291975,2.9214202939650695,-101.11808989909477
4.861482409448464,-101.88461101041614,0.8029670647714074,-102.34353957697851,2.832224737109936,-102.11407529369733
4.784477467596968,-102.8816767455625,0.7015808929126331,-103.3384446310373,2.743029180254801,-103.11006068829991
4.696810545465627,-103.87780024817147,0.6001947210538617,-104.33334968509608,2.6485026332597443,-104.10557496663378
4.597760025392761,-104.87291774663373,0.4988085491950903,-105.32825473915484,2.5482842872939258,-105.10058624289428
4.498709505319896,-105.868035245096,0.39742237733631613,-106.32315979321363,2.448065941328106,-106.09559751915481
4.39965898524703,-106.86315274355827,0.2960362054775447,-107.31806484727241,2.3478475953622873,-107.09060879541533
4.300608465174163,-107.85827024202057,0.19465003361877176,-108.31296990133119,2.2476292493964674,-108.08562007167588
4.200914903256928,-108.8533227033306,0.09814617966390964,-109.30835529690502,2.1495305414604187,-109.0808390001178
4.09870567620974,-109.84812073066024,0.0036998833026465616,-110.30394312303565,2.051202779756193,-110.07603192684795
3.9964964491625508,-110.84291875798986,-0.09074641305861786,-111.29953094916628,1.9528750180519665,-111.07122485357807
3.8942872221153606,-111.83771678531951,-0.18519270941988097,-112.2951187752969,1.8545472563477399,-112.0664177803082
3.7920779950681736,-112.83251481264914,-0.2796390057811467,-113.29070660142754,1.7562194946435135,-113.06161070703834
3.6898687680209834,-113.82731283997877,-0.37408530214240976,-114.28629442755818,1.6578917329392868,-114.05680363376848
3.588254377529713,-114.8221708170975,-0.4660062809249879,-115.2821155188343,1.5611240483023625,-115.05214316796591
3.48990567352888,-115.81735792196467,-0.5555281272239586,-116.27815821946068,1.4671887731524607,-116.04775807071267
3.39155696952805,-116.81254502683181,-0.6450499735229294,-117.27420092008705,1.3732534980025601,-117.04337297345944
3.2932082655272166,-117.80773213169897,-0.7345718198219027,-118.27024362071344,1.279318222852657,-118.0389878762062
3.1948595615263837,-118.80291923656614,-0.8240936661208733,-119.26628632133982,1.185382947702755,-119.03460277895297
3.0965108575255536,-119.79810634143328,-0.9136155124198442,-120.2623290219662,1.0914476725528548,-120.03021768169974
2.9895551246324814,-120.79239834002011,-1.0065533733484924,-121.25805417784346,0.9915008756419945,-121.02522625893178
2.8810207900447775,-121.78652616856539,-1.1021585706595667,-122.25353138435447,0.8894311096926054,-122.02002877645992
2.772486455457077,-122.78065399711063,-1.1977637679706408,-123.24900859086549,0.7873613437432182,-123.01483129398807
2.6639521208693733,-123.77478182565591,-1.2576768090250614,-124.24724795118595,0.7031376559221559,-124.01101488842093
2.5600124582914763,-124.76938111251641,-1.3163691750166744,-125.24558177742355,0.621821641637401,-125.00748144496998
2.4643962914454525,-125.76483447149928,-1.3750615410082858,-126.24391560366114,0.5446673752185833,-126.00437503758022
2.4272329304853884,-126.76223651718053,-1.4337539069998988,-127.24224942989873,0.4967395117427448,-127.00224297353964
2.456338073850958,-127.76184780758406,-1.4871772416231792,-128.24087518838266,0.48458041611388936,-128.00136149798337
2.4504595113526144,-128.76178895952313,-1.539131523564076,-129.23958234016635,0.45566399389426926,-129.00068564984474
2.4197729876923053,-129.76103352451128,-1.5844993203058086,-130.23854267277787,0.41763683369324833,-129.99978809864456
2.3578836625158606,-130.7591515299103,-1.609364559817838,-131.2382911122865,0.37425955134901123,-130.9987213210984
2.295994337339417,-131.75726953530932,-1.6342297993298667,-132.23803955179508,0.33088226900477524,-131.9976545435522
2.2399087945934726,-132.7557126862227,-1.6590950388418955,-133.2377879913037,0.29040687787578856,-132.9967503387632
2.18992554887924,-133.75449770634486,-1.683960278353925,-134.2375364308123,0.2529826352626575,-133.99601706857857
2.139942303165009,-134.75328272646698,-1.7088255178659535,-135.2372848703209,0.2155583926495278,-134.99528379839393
2.095973178948526,-135.75224104573573,-1.7336907573779823,-136.23703330982949,0.1811412107852719,-135.9946371777826
2.088360520010967,-136.75224699006628,-1.7585559968900117,-137.2367817493381,0.1649022615604776,-136.9945143697022
2.0807478610734074,-137.75225293439684,-1.7775104350619066,-138.23665755156662,0.15161871300575036,-137.99445524298173
2.0531587507781377,-138.75183757033713,-1.795732347002975,-139.23654913787038,0.1287132018875814,-138.99419335410374
2.018602639693059,-139.75127527047619,-1.8139542589440438,-140.23644072417417,0.10232419037450757,-139.99385799732516
1.98404652860798,-140.7507129706152,-1.832176170885112,-141.23633231047793,0.07593517886143397,-140.9935226405466
1.950688907770348,-141.7501770752994,-1.8503980828261803,-142.23622389678172,0.05014541247208382,-141.99320048604056
1.9411946186429263,-142.75016692512114,-1.868619994767249,-143.2361154830855,0.03628731193783863,-142.99314120410332
1.9317003295155046,-143.75015677494287,-1.8700343275188385,-144.23610589275765,0.030833000998333082,-143.99313133385027
1.9222060403880832,-144.75014662476457,-1.8635713756324337,-145.23614261842766,0.029317332377824745,-144.99314462159612
1.9127117512606615,-145.75013647458633,-1.8571084237460294,-146.23617934409768,0.027801663757316075,-145.99315790934202
1.9032174621332398,-146.75012632440806,-1.8506454718596248,-147.2362160697677,0.026285995136807516,-146.99317119708786
1.9012081378367955,-147.7501483032848,-1.8441825199732202,-148.23625279543768,0.028512808931787648,-147.99320054936123
1.9021173642336326,-148.75018280997938,-1.8377195680868157,-149.23628952110772,0.03219889807340848,-148.99323616554355
1.9030265906304697,-149.75021731667397,-1.8312566162004114,-150.2363262467777,0.035884987215029196,-149.99327178172584
1.9039358170273069,-150.7502518233686,-1.8247936643140068,-151.23636297244772,0.039571076356650026,-150.99330739790815
1.904845043424144,-151.75028633006315,-1.8114041997054506,-152.23632819752157,0.04672042185934666,-151.99330726379236
1.9082973398061482,-152.7503121847258,-1.797221734158751,-153.23628523665218,0.05553780282369858,-152.99329871068898
1.914192689908203,-153.75032972763177,-1.7830392686120513,-154.2362422757828,0.0655767106480758,-153.9932860017073
1.9200880400102576,-154.7503472705377,-1.7688568030653515,-155.23619931491342,0.07561561847245302,-154.99327329272558
1.9259833901123122,-155.7503648134437,-1.7546743375186515,-156.23615635404406,0.08565452629683035,-155.99326058374388
1.9318787402143667,-156.75038235634963,-1.7404918719719518,-157.2361133931747,0.09569343412120745,-156.99324787476218
1.9353990888013424,-157.75040759925804,-1.726309406425252,-158.2360704323053,0.10454484118804519,-157.99323901578168
1.9359881166511528,-158.75044234581372,-1.711691559485519,-159.2360177836441,0.11214827858281684,-158.9932300647289
1.9365771445009632,-159.75047709236947,-1.6813813686791685,-160.23561596029765,0.12759788791089732,-159.99304652633356
1.9371661723507736,-160.75051183892515,-1.651071177872817,-161.23521413695124,0.14304749723897825,-160.9928629879382
1.937755200200584,-161.75054658548083,-1.6207609870664668,-162.23481231360483,0.15849710656705862,-161.99267944954283
1.9482278404907145,-162.75041081225694,-1.5904507962601153,-163.23441049025843,0.1788885221152996,-162.99241065125767
1.9821356516597934,-163.7498707172127,-1.560140605453765,-164.234008666912,0.21099752310301423,-163.99193969206235
2.0160434628288733,-164.74933062216851,-1.5298304146474144,-165.23360684356555,0.24310652409072941,-164.99146873286702
2.0499512739979524,-165.7487905271243,-1.499520223841063,-166.23320502021915,0.2752155250784447,-165.99099777367172
2.0838590851670333,-166.7482504320801,-1.4692100330347118,-167.23280319687274,0.3073245260661608,-166.99052681447642
2.117766896336112,-167.7477103370359,-1.4388998422283612,-168.2324013735263,0.3394335270538754,-167.9900558552811
2.153095695064556,-168.74711648477356,-1.4085896514220109,-169.23199955017986,0.3722530218212726,-168.98955801747672
2.1947976362583415,-169.7462815308861,-1.3782794606156603,-170.23159772683346,0.40825908782134057,-169.98893962885978
2.2364995774521277,-170.74544657699872,-1.34796926980931,-171.23119590348702,0.44426515382140885,-170.98832124024287
2.278201518645913,-171.7446116231113,-1.3132882354631998,-172.2306488716132,0.4824566415913566,-171.98763024736223
2.3199034598396993,-172.7437766692239,-1.2771873500771505,-173.23005466933017,0.5213580548812744,-172.98691566927704
2.361605401033487,-173.74294171533654,-1.241086464691103,-174.2294604670471,0.5602594681711919,-173.98620109119182
2.403307342227272,-174.74210676144912,-1.2049855793050557,-175.22886626476404,0.5991608814611082,-174.9854865131066
2.4438012729443317,-175.74131837422928,-1.1688846939190083,-176.22827206248095,0.6374582895126617,-175.98479521835512
2.4791408770234797,-176.74072867718598,-1.13278380853296,-177.2276778601979,0.6731785342452599,-176.98420326869194
2.5144804811026287,-177.74013898014272,-1.0966829231469126,-178.22708365791482,0.708898778977858,-177.98361131902877
2.5498200851817767,-178.73954928309942,-1.0605820377608643,-179.22648945563176,0.7446190237104562,-178.9830193693656
2.5851596892609257,-179.73895958605615,-1.0182471713113166,-180.22561575083466,0.7834562589748045,-179.9822876684454
2.634687434013009,-180.73765774232461,-0.9647656448651688,-181.22424228200882,0.8349608945739202,-180.98095001216672
2.699600316526573,-181.7355836709167,-0.9112841184190227,-182.22286881318294,0.8941580990537752,-181.97922624204983
2.7645131990401333,-182.73350959950872,-0.8578025919728766,-183.22149534435704,0.9533553035336284,-182.9775024719329
2.829426081553695,-183.73143552810077,-0.8043210655267304,-184.22012187553116,1.0125525080134823,-183.97577870181595
2.887638592115525,-184.72973814710724,-0.7508395390805813,-185.21874840670534,1.0683995265174717,-184.9742432769063
2.9349866770929793,-185.72865155682877,-0.6973580126344352,-186.21737493787944,1.118814332229272,-185.97301324735412
2.982334762070432,-186.72756496655026,-0.6438764861882891,-187.21600146905357,1.1692291379410715,-186.9717832178019
3.0393591181075426,-187.72573032584387,-0.590394959742143,-188.21462800022766,1.2244820791826998,-187.97017916303577
3.1461034833033183,-188.7200519447236,-0.5278849108973269,-189.21264722658321,1.3091092862029958,-188.9663495856534
3.2528478484990884,-189.71437356360323,-0.4471442680693291,-190.20944016949142,1.4028517902148796,-189.96190686654734
3.3549874717652184,-190.709113019212,-0.36640362524132664,-191.20623311239964,1.4942919232619458,-190.9576730658058
3.428963460195046,-191.7064080580086,-0.2856629824133288,-192.20302605530784,1.5716502388908586,-191.95471705665824
3.5029394486248764,-192.70370309680524,-0.20492233958533096,-193.19981899821605,1.6490085545197728,-192.95176104751064
3.576915437054704,-193.70099813560182,-0.12418169675733315,-194.19661194112425,1.7263668701486854,-193.94880503836305
3.6508914254845344,-194.69829317439846,-0.0427386799520349,-195.19334760722427,1.8040763727662497,-194.94582039081138
3.7248674139143665,-195.69558821319512,0.03908532220845043,-196.1900522049393,1.8819763680614086,-195.9428202090672
3.7969626818098945,-196.69301575192029,0.12090932436893809,-197.18675680265437,1.9589360030894163,-196.93988627728731
3.863545617974902,-197.690831643698,0.20273332652942344,-198.1834614003694,2.033139472252163,-197.9371465220337
3.9301285541399076,-198.6886475354757,0.28455732868991107,-199.18016599808448,2.107342941414909,-198.93440676678009
3.9967114903049152,-199.68646342725344,0.3667819705912989,-200.17683672019353,2.181746730448107,-199.9316500737235
4.063294426469921,-200.68427931903113,0.453473458982256,-201.17312975353082,2.2583839427260886,-200.92870453628097
4.129877362634928,-201.68209521080885,0.5401649473732131,-202.1694227868681,2.3350211550040703,-201.9257589988385
4.196460298799936,-202.6799111025866,0.6268564357641702,-203.1657158202054,2.411658367282053,-202.922813461396
4.27339436822746,-203.676981734566,0.7135479241551321,-204.16200885354274,2.493471146191296,-203.91949529405437
4.350438490620352,-204.6740444429636,0.8002394125460892,-205.15830188688003,2.5753389515832206,-204.91617316492182
4.427482613013246,-205.67110715136127,0.8869309009370464,-206.1545949202173,2.657206756975146,-205.9128510357893
4.504526735406138,-206.66816985975888,0.9736223893280035,-207.15088795355462,2.7390745623670707,-206.90952890665676
4.581570857799033,-207.6652325681565,1.0603138777189605,-208.1471809868919,2.8209423677589966,-207.9062067775242
4.658614980191925,-208.66229527655415,1.1470053661099175,-209.14347402022918,2.9028101731509213,-208.90288464839165
4.734736917994285,-209.65942874906534,1.2266985011203186,-210.1403488270769,2.9807177095573016,-209.8998887880711
4.810718867147423,-210.6565729636479,1.305703919997743,-211.13728080380545,3.058211393572583,-210.89692688372668
4.886700816300559,-211.6537171782304,1.3847093388751672,-212.13421278053397,3.135705077587863,-211.8939649793822
4.962682765453698,-212.65086139281294,1.4637147577525913,-213.13114475726252,3.2131987616031443,-212.89100307503773
5.038664714606834,-213.64800560739545,1.5427201766300178,-214.12807673399107,3.2906924456184257,-213.88804117069327
5.118510889459245,-214.64484661116813,1.621725595507442,-215.1250087107196,3.3701182424833434,-214.88492766094387
5.198985361757185,-215.641638314876,1.7007310143848686,-216.12194068744816,3.4498581880710266,-215.88178950116207
5.2794598340551255,-216.6384300185839,1.7810303729547532,-217.11876693977936,3.5302451035049396,-216.87859847918162
5.35993430635307,-217.63522172229185,1.8649058029332162,-218.1153010007536,3.612420054643143,-217.87526136152272
5.440408778651009,-218.6320134259997,1.9487812329116794,-219.11183506172782,3.6945950057813444,-218.87192424386376
5.523668185426389,-219.6285537803359,2.032656662890142,-220.10836912270204,3.7781624241582654,-219.86846145151895
5.6229677409051835,-220.6236464592127,2.1165320928686056,-221.10490318367627,3.8697499168868945,-220.8642748214445
5.72226729638398,-221.61873913808952,2.200407522847073,-222.10143724465055,3.9613374096155267,-221.86008819137004
5.821566851862775,-222.61383181696633,2.284282952825536,-223.09797130562475,4.052924902344156,-222.85590156129552
5.9040303347122,-223.61042614218204,2.3681583828039994,-224.09450536659898,4.1360943587581,-223.8524657543905
5.982406240372729,-224.60738504739552,2.4392786912711286,-225.09200572883807,4.210842465821929,-224.8496953881168
6.060782146033255,-225.60434395260899,2.5064895660045443,-226.08980226158081,4.2836358560189,-225.8470731070949
6.13915805169378,-226.60130285782242,2.57370044073796,-227.08759879432355,4.35642924621587,-226.844450826073
6.2175339573543065,-227.59826176303588,2.6409113154713793,-228.08539532706635,4.429222636412843,-227.8418285450511
6.29590986301483,-228.5952206682493,2.708122190204795,-229.0831918598091,4.502016026609812,-228.8392062640292
6.374285768675358,-229.5921795734628,2.77533306493821,-230.08098839255183,4.574809416806784,-229.8365839830073
6.436850408398743,-230.59019004196432,2.842543939671626,-231.07878492529454,4.6396971740351844,-230.83448748362943
6.491190740785328,-231.5887474862552,2.9097548144050434,-232.0765814580373,4.700472777595186,-231.83266447214623
6.545531073171912,-232.58730493054603,2.976965689138459,-233.07437799078005,4.761248381155186,-232.83084146066304
6.599871405558494,-233.58586237483684,3.0441765638718747,-234.0721745235228,4.822023984715184,-233.8290184491798
6.6541411314427545,-234.58442314762829,3.081058496426054,-235.07140075250385,4.8675998139344046,-234.82791195006607
6.6939801349077,-235.58366420717067,3.1080086797197537,-236.07109516083884,4.900994407313727,-235.82737968400477
6.733819138372647,-236.58290526671308,3.1349588630134533,-237.07078956917385,4.93438900069305,-236.82684741794347
6.7736581418375925,-237.58214632625547,3.161909046307153,-238.07048397750887,4.9677835940723725,-237.82631515188217
6.813497145302539,-238.5813873857979,3.1888592296008533,-239.07017838584392,5.001178187451696,-238.8257828858209
6.853336148767486,-239.58062844534032,3.2158094128945534,-240.06987279417893,5.03457278083102,-239.82525061975963
6.887444039777936,-240.5800671831971,3.242759596188253,-241.06956720251392,5.065101817983095,-240.8248171928555
6.916549724313056,-241.57967845784353,3.269709779481954,-242.069261610849,5.0931297518975045,-241.82447003434626
6.945655408848174,-242.5792897324899,3.296659962775654,-243.06895601918401,5.121157685811914,-242.82412287583696
