mid_x,mid_y
-24.03457653854275,6.832671608310193
-24.08931383909674,5.883491743221965
-24.015527929303843,4.901136403905804
-23.881002023440875,3.9192311669525175
-23.619170025747877,2.9627308424787637
-23.277612990888375,2.0294797881914617
-22.823511878982167,1.1428211361987461
-22.27059101910173,0.3123956221370642
-21.679200242269268,-0.4932084730927462
-21.059853881878375,-1.2780094986512385
-20.42065610489557,-2.046969501370704
-19.78145832791276,-2.815929504090169
-19.13009922247162,-3.5747408079625203
-18.47805703170893,-4.332982073188261
-17.826014840946232,-5.091223338414
-17.173972650183536,-5.849464603639741
-16.528686216357936,-6.613358724607827
-15.888462494765514,-7.3814890521454615
-15.248238773173094,-8.149619379683093
-14.60353388709574,-8.913842333102039
-13.95668564172962,-9.676196373509619
-13.315416793949243,-10.443284501354718
-12.682249967852314,-11.217264097359834
-12.049083141755379,-11.991243693364954
-11.41591631565845,-12.76522328937007
-10.782749489561521,-13.539202885375186
-10.160609207641427,-14.322099122494237
-9.541303721147957,-15.107287723661823
-8.921998234654488,-15.892476324829406
-8.302407095503275,-16.67743434076546
-7.669903716409744,-17.451969307042987
-7.037400337316214,-18.226504273320508
-6.402033197029703,-18.998731747771348
-5.770107732968537,-19.77380642151013
-5.139644022028083,-20.550084262986257
-4.509180311087633,-21.326362104462383
-3.8808521807118237,-22.104326200368618
-3.260495489863277,-22.888584544986266
-2.6401387990147356,-23.67284288960391
-2.021032226651281,-24.458058316397562
-1.4023296537708654,-25.243583042436807
-0.7930983542475983,-26.035622365914087
-0.2495157745124078,-26.874701274611805
0.29246794718882263,-27.714904512206594
0.8329265672111941,-28.556066764970332
1.3733851872335692,-29.397229017734073
1.886500140641457,-30.255475941045148
2.3874766934894818,-31.120044735331394
2.792413072836978,-32.03439820471608
3.1968402767779818,-32.94901852656014
3.601267480718986,-33.8636388484042
4.00569468465999,-34.77825917024826
4.4100828943602695,-35.692895289327915
4.763981092757463,-36.62816723376998
5.116706286433063,-37.56392394606974
5.44701751836482,-38.506715909309705
5.7402405826159,-39.46114903485411
5.959057710920235,-40.43645929665472
6.174517917461873,-41.41271145794424
6.38561644284022,-42.38978933213083
6.595571558135777,-43.367083666076084
6.777387153443401,-44.34945816107699
6.909582050064186,-45.3406888317283
7.041776946684973,-46.331919502379634
7.159742544890916,-47.32486041453726
7.24233522845547,-48.320968930084405
7.284016275998128,-49.319481089852964
7.300829951833167,-50.31914719630614
7.291100234332609,-51.31863929573967
7.262702084054345,-52.31800901299288
7.229884302242416,-53.31726450318006
7.180689459769237,-54.31609672197574
7.131494617296058,-55.31492894077142
7.082299774822879,-56.3137611595671
7.0331049323496995,-57.31259337836278
6.9802190861507345,-58.3111708372547
6.908809645265295,-59.30846976338161
6.837400204379854,-60.30576868950854
6.765990763494414,-61.30306761563544
6.689603160272301,-62.300014215996775
6.595877706346123,-63.29561848027738
6.502152252419944,-64.29122274455798
6.410797758162515,-65.2870197420123
6.320855468945648,-66.28293153634104
6.2309131797287804,-67.27884333066979
6.1409708905119125,-68.27475512499853
6.04636925860023,-69.27026008832789
5.946898412868644,-70.26534241852151
5.851207570302294,-71.26079945549148
5.755082585713595,-72.25621337088944
5.657274058408175,-73.25146006679509
5.558085862023231,-74.24656787559519
5.454768903068089,-75.2412600543783
5.351451944112951,-76.23595223316141
5.248134985157812,-77.2306444119445
5.144593221093805,-78.22531325179938
5.038969956172412,-79.21976599336634
4.933346691251019,-80.2142187349333
4.827723426329627,-81.20867147650027
4.7221001614082345,-82.20312421806723
4.622238531201457,-83.19815388207152
4.525220506009164,-84.19347322522958
4.429674959954994,-85.18894284381825
4.334129413900822,-86.18441246240693
4.23858386784665,-87.17988208099558
4.143038321792479,-88.17535169958424
4.0474927757383075,-89.1708213181729
3.952573211578706,-90.16634531433994
3.857570838210536,-91.16185997490683
3.7625684648423667,-92.15737463547372
3.667566091474197,-93.1528892960406
3.572563718106026,-94.1484039566075
3.477561344737857,-95.14391861717439
3.382558971369688,-96.13943327774126
3.286837388383676,-97.1348754508094
3.1907342387040223,-98.13027916663978
3.0998114076753382,-99.12611910988961
3.0106158508202037,-100.1221045044922
2.9214202939650695,-101.11808989909477
2.832224737109936,-102.11407529369733
2.743029180254801,-103.11006068829991
2.6485026332597443,-104.10557496663378
2.5482842872939258,-105.10058624289428
2.448065941328106,-106.09559751915481
2.3478475953622873,-107.09060879541533
2.2476292493964674,-108.08562007167588
2.1495305414604187,-109.0808390001178
2.051202779756193,-110.07603192684795
1.9528750180519665,-111.07122485357807
1.8545472563477399,-112.0664177803082
1.7562194946435135,-113.06161070703834
1.6578917329392868,-114.05680363376848
1.5611240483023625,-115.05214316796591
1.4671887731524607,-116.04775807071267
1.3732534980025601,-117.04337297345944
1.279318222852657,-118.0389878762062
1.185382947702755,-119.03460277895297
1.0914476725528548,-120.03021768169974
0.9915008756419945,-121.02522625893178
0.8894311096926054,-122.02002877645992
0.7873613437432182,-123.01483129398807
0.7031376559221559,-124.01101488842093
0.621821641637401,-125.00748144496998
0.5446673752185833,-126.00437503758022
0.4967395117427448,-127.00224297353964
0.48458041611388936,-128.00136149798337
0.45566399389426926,-129.00068564984474
0.41763683369324833,-129.99978809864456
0.37425955134901123,-130.9987213210984
0.33088226900477524,-131.9976545435522
0.29040687787578856,-132.9967503387632
0.2529826352626575,-133.99601706857857
0.2155583926495278,-134.99528379839393
0.1811412107852719,-135.9946371777826
0.1649022615604776,-136.9945143697022
0.15161871300575036,-137.99445524298173
0.1287132018875814,-138.99419335410374
0.10232419037450757,-139.99385799732516
0.07593517886143397,-140.9935226405466
0.05014541247208382,-141.99320048604056
0.03628731193783863,-142.99314120410332
0.030833000998333082,-143.99313133385027
0.029317332377824745,-144.99314462159612
0.027801663757316075,-145.99315790934202
0.026285995136807516,-146.99317119708786
0.028512808931787648,-147.99320054936123
0.03219889807340848,-148.99323616554355
0.035884987215029196,-149.99327178172584
0.039571076356650026,-150.99330739790815
0.04672042185934666,-151.99330726379236
0.05553780282369858,-152.99329871068898
0.0655767106480758,-153.9932860017073
0.07561561847245302,-154.99327329272558
0.08565452629683035,-155.99326058374388
0.09569343412120745,-156.99324787476218
0.10454484118804519,-157.99323901578168
0.11214827858281684,-158.9932300647289
0.12759788791089732,-159.99304652633356
0.14304749723897825,-160.9928629879382
0.15849710656705862,-161.99267944954283
0.1788885221152996,-162.99241065125767
0.21099752310301423,-163.99193969206235
0.24310652409072941,-164.99146873286702
0.2752155250784447,-165.99099777367172
0.3073245260661608,-166.99052681447642
0.3394335270538754,-167.9900558552811
0.3722530218212726,-168.98955801747672
0.40825908782134057,-169.98893962885978
0.44426515382140885,-170.98832124024287
0.4824566415913566,-171.98763024736223
0.5213580548812744,-172.98691566927704
0.5602594681711919,-173.98620109119182
0.5991608814611082,-174.9854865131066
0.6374582895126617,-175.98479521835512
0.6731785342452599,-176.98420326869194
0.708898778977858,-177.98361131902877
0.7446190237104562,-178.9830193693656
0.7834562589748045,-179.9822876684454
0.8349608945739202,-180.98095001216672
0.8941580990537752,-181.97922624204983
0.9533553035336284,-182.9775024719329
1.0125525080134823,-183.97577870181595
1.0683995265174717,-184.9742432769063
1.118814332229272,-185.97301324735412
1.1692291379410715,-186.9717832178019
1.2244820791826998,-187.97017916303577
1.3091092862029958,-188.9663495856534
1.4028517902148796,-189.96190686654734
1.4942919232619458,-190.9576730658058
1.5716502388908586,-191.95471705665824
1.6490085545197728,-192.95176104751064
1.7263668701486854,-193.94880503836305
1.8040763727662497,-194.94582039081138
1.8819763680614086,-195.9428202090672
1.9589360030894163,-196.93988627728731
2.033139472252163,-197.9371465220337
2.107342941414909,-198.93440676678009
2.181746730448107,-199.9316500737235
